node_id,node,label,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate
30,cerist.dz,3,14092.0,4.48,326.0,425.0,0.338
31,umacathletics.com,3,3490573.0,1.0,130.16666666666669,61.0,0.6404
32,robhoey127.blogspot.com,3,4026235.0,1.0,125.0,5.0,0.7212333333333334
33,constitutionparty.com,3,1745052.0,2.0,414.0,533.0,0.4
34,on-this-day.com,3,198806.0,1.5,104.0,376.0,0.763
35,authenticharmony.com,3,4971638.0,1.6,135.5,1.0,0.7586
36,gendermom.wordpress.com,3,5180765.0,2.0,165.0,7.0,0.3779
37,antipaedo.wordpress.com,3,4971638.0,1.6,135.5,1.0,0.7586
38,jewishcontentnetwork.com,3,449085.0,1.8,57.0,67.0,0.746
39,baidu.com,3,6.0,4.48,532.0,136376.0,0.13
40,kg-to-lbs.com,3,725980.0,1.0,118.0,47.0,0.871
41,votespa.com,3,119082.0,1.4,70.0,340.0,0.68
42,lmrpcc.org.au,3,3048575.0,1.0,98.6,10.0,0.6744999999999999
43,wiley.com,3,667.0,2.17,151.0,55981.0,0.584
44,conservativebookclub.com,3,1232567.0,3.0,51.0,181.0,0.502
45,sooperarticles.com,3,35276.0,4.0,336.0,2694.0,0.274
46,ccfe.ac.uk,3,5594801.333333333,1.45,109.66666666666669,164.0,0.691
47,youtek.net,3,4562934.6,2.04,178.2,2.0,0.3802
48,nga.org,3,196024.0,1.5,124.0,1396.0,0.723
49,nelsonk8math.com,3,7437380.0,1.0,191.0,4.0,0.124
50,uppingtheanti.org,3,5173607.0,1.0,173.9,299.0,0.4941
51,battlefieldbuzz.com,3,5586826.0,1.0,149.6,2.0,0.7158
52,cod.rs,3,6903803.0,2.0,113.7,16.0,0.5797
53,usagm.gov,3,451955.0,2.0,182.0,44.0,0.465
54,publicknowledge.org,3,1006020.0,1.0,73.0,922.0,0.95
55,lfnexus.com,3,2582392.4,1.46,164.9,16.0,0.5946
56,mybluewave.com,3,4395445.0,2.0,224.9,4.0,0.5239
57,kccctv.net,3,6525645.0,2.0,115.7,3.0,0.6534
58,trybus.com,3,6991776.0,1.0,90.0,8.0,0.667
59,mashable.com,2,1778.0,1.56,120.0,38951.0,0.668
60,greffex.com,3,5470251.0,1.0,63.0,7.0,0.818
61,gr8erdays.com,3,2181708.0,1.0,125.0,16.0,0.7198666666666667
62,beaconcenterresidences.com,3,4882706.0,2.0,115.4,4.0,0.4906
63,foreignpolicy.com,2,7911.0,1.35,125.0,14740.0,0.697
64,alquds.co.uk,3,3961.0,2.1,266.0,3128.0,0.517
65,global-china-sourcing.com,3,3410250.0,1.0,132.0,3.0,1.0
66,platinumpebble.com,3,3976951.0,1.0,137.0,21.0,0.546
67,la-networks.com,3,4695040.233333333,1.9133333333333333,110.2,6.0,0.5288
68,davidbrayamps.com,3,4765648.4,2.6,244.2,7.0,0.6404
69,texemarrs.com,3,1880591.0,1.0,100.0,713.0,0.613
70,purevolume.com,3,89160.0,1.5,71.0,20133.0,0.38
71,mpp.org,3,169389.0,1.8,158.0,821.0,0.553
72,obamadiary.wordpress.com,3,196063.0,13.0,3616.0,5.0,0.116
73,werally.com,3,23700.0,7.2,289.0,74.0,0.235
74,usgovernmentquiz.com,3,2603262.0,1.0,100.0,9.0,0.737
75,iwflsports.com,3,2237923.6666666665,2.2,154.8,73.0,0.6266
76,bbtcreditcardconnection.com,3,16927.0,1.9,155.0,10.0,0.231
77,historyandmystery.homestead.com,3,3751481.8,2.7600000000000002,181.2,8.0,0.4888
78,wingsover.com,3,363182.0,2.8,74.0,107.0,0.106
79,fullscreen.net,3,234053.0,3.8,103.0,200.0,0.291
80,facing-finance.org,3,2636301.0,1.0,218.66666666666666,56.0,0.6014
81,star1021fm.com,3,964400.0,1.0,94.7,49.0,0.6788000000000001
82,oceansur.com,3,5621550.0,1.0,101.05,83.0,0.6995
83,aviation-history.com,3,881192.0,1.0,145.0,692.0,1.0
84,okagcredit.com,3,4820457.0,2.0,102.2,14.0,0.733
85,lords-prayer-words.com,3,526547.0,1.3,127.0,189.0,0.78
86,alzheimers.org.uk,3,213444.0,1.5,117.0,1340.0,0.803
87,lifebookultimate.com,3,706630.0,2.4,115.0,2.0,0.455
88,jackson.mi.us,3,1693731.0,2.0,75.0,167.0,0.7830999999999999
89,usc.edu,3,3190.0,4.21,250.0,28323.0,0.429
90,en.mercopress.com,2,280079.0,1.2,103.0,1517.0,0.835
91,iza.org,3,96259.0,1.3,105.0,2106.0,0.858
92,qsuper.qld.gov.au,3,186235.0,4.0,222.0,76.0,0.296
93,tineye.com,3,4615.0,3.56,164.0,2902.0,0.2
94,thefacebook.com,3,89294.0,2.2,141.0,366.0,0.488
95,vibe.co.ke,3,4971638.0,1.6,135.5,1.0,0.7586
96,sneedfuneralchapel.com,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
97,iiit.org,3,1068089.0,1.3,147.0,240.0,0.774
98,lookatthisfuckingcentrist.wordpress.com,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
99,publicmapping.org,3,3048635.0,1.0,98.6,52.0,0.6744999999999999
100,5gexpo.net,3,2977731.0,1.0,210.26666666666665,1.0,0.7381
101,arktos.com,3,1994990.0,2.0,117.0,165.0,0.4345
102,businessreport.com,3,248909.0,1.5,123.0,333.0,0.618
103,urbansurvivalsite.com,3,155498.0,1.5,110.0,242.0,0.712
104,thememorialdaytribute.com,3,5042066.0,1.0,161.8,21.0,0.6442
105,integrityfcu.org,3,4447202.0,6.0,130.0,6.0,0.6900000000000002
106,efficiencyresource.org,3,3683811.0,4.0,203.1,8.0,0.6394
107,woodindustryed.org,3,7142947.0,3.0,285.66666666666663,4.0,0.5303
108,companysearchesmadesimple.com,3,241051.0,1.8,85.0,95.0,0.706
109,lbds.info,3,90132.0,2.1,114.0,149.0,0.548
110,bondsloans.com,3,2432429.0,1.0,96.0,28.0,0.852
111,egs.edu,3,1004445.0,2.0,155.0,1262.0,0.684
112,cfinst.org,3,1490782.5,2.25,125.5,177.0,0.5429999999999999
113,psychedelicsdaily.com,3,1945788.0,3.0,94.0,2.0,0.8140000000000001
