node_id,node,label,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate
7939,paradocsallnatural.com,3,5943769.0,1.0,128.7,1.0,0.6346
7940,carolinacoastonline.com,3,376168.0,2.3,122.0,337.0,0.673
7941,krjf.org,3,6298864.0,1.0,120.8,2.0,0.7121999999999999
7942,theoriginalinsidesports.blog,3,9308257.0,1.0,120.96666666666665,16.0,0.5883
7943,cukerala.ac.in,3,458104.0,2.5,185.0,225.0,0.159
7944,coldfusioncommunity.net,3,4011519.0,1.0,160.66666666666669,72.0,0.5425666666666666
7945,rabbitears.info,3,856640.0,1.2,45.0,170.0,0.714
7946,amanqiu.site,3,9515717.0,1.0,44.0,1.0,0.8
7947,synologia.ru,3,434044.0,1.8,161.0,202.0,0.775
7948,independentminute.com,3,408936.0,1.8,211.0,14.0,0.571
7949,myomsweetom.net,3,7735973.0,1.0,150.6,1.0,0.5701
7950,albanianstudies.weebly.com,3,3605878.0,1.0,100.0,2.0,0.818
7951,bpdcentral.com,3,1364582.0,2.0,276.0,217.0,0.692
7952,secondworldwarhistory.com,3,1084445.0,1.0,159.0,103.0,0.933
7953,openenergymarket.com,3,7441806.533333334,1.8,102.2,3.0,0.6106
7954,lannan.org,3,2667503.0,1.0,61.0,367.0,0.6571999999999999
7955,siia.us,3,2230352.0,1.0,135.6,3.0,0.6772
7956,literacypages.wordpress.com,3,6872092.0,1.0,108.0,23.0,0.8154
7957,npd.ca,3,10568819.0,1.0,82.0,131.0,0.571
7958,abc22now.com,3,1178508.2,4.0,207.6,217.0,0.6414000000000001
7959,danmarkskonger.dk,3,2975751.8,1.2,183.8,35.0,0.5791333333333333
7960,neodemocracy.blogspot.com,3,4740926.333333333,1.3333333333333333,180.7,1.0,0.6330666666666667
7961,thecurrentmoment.wordpress.com,3,3231491.0,1.0,541.6666666666667,36.0,0.5827333333333333
7962,kpfa.org,3,310272.0,2.0,137.0,1290.0,0.543
7963,danformn.com,3,2750544.0,1.0,380.6,4.0,0.7322
7964,energyservicebristol.co.uk,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
7965,rubyporter.com,3,990165.0,2.0,195.0,8.0,0.615
7966,maggiesplace.org,3,3386456.0,2.0,183.9,38.0,0.5056
7967,ca2nwo.wordpress.com,3,3559070.5,1.3333333333333333,143.73333333333332,45.0,0.7369600000000001
7968,jowforums.com,3,2689309.0,2.0,40.0,4.0,0.6004666666666667
7969,pensapedia.com,3,2567035.6666666665,1.6,59.5,98.0,0.421
7970,elp.com,3,421607.0,1.1333333333333333,79.0,480.0,0.7596666666666666
7971,iisf.it,3,1117021.0,1.0,140.8,101.0,0.709
7972,thenewdaily.com.au,3,29044.0,1.7,160.0,716.0,0.674
7973,miamibeachfl.gov,3,173556.0,2.5,161.0,756.0,0.424
7974,prepscholar.com,3,6907.0,1.35,132.0,377.0,0.825
7975,guerrillamainframe.org,3,3483217.333333333,2.0,221.5,1.0,0.571
7976,theposselist.com,3,2338815.0,1.0,233.6,99.0,0.5333333333333334
7977,coldcasechristianity.com,3,203700.0,1.9,159.0,316.0,0.72
7978,onion.link,3,498201.0,1.0,70.0,245.0,0.811
7979,nkdb.org,3,8353002.0,4.0,297.0,51.0,0.6687999999999998
7980,velivada.com,3,317358.0,1.9,137.0,81.0,0.682
7981,berenddeboer.net,3,3610611.8,1.08,161.0,63.0,0.6167999999999999
7982,goodluckdaily.com,3,9926481.0,1.0,148.0,42.0,0.182
7983,laonikos13galanis.blogspot.co.id,3,6078048.0,1.0,133.3,4.0,0.5388
7984,thenewsclue.com,3,4971638.0,1.6,135.5,1.0,0.7586
7985,buyabortionpillsrx.com,3,4455777.0,8.0,597.0,30.0,0.7769999999999999
7986,anarcho-copy.org,3,2132738.0,2.3,139.0,5.0,0.429
7987,wearlively.com,3,69785.0,3.9,190.0,80.0,0.544
7988,world-newspapers.com,3,274394.0,1.9,66.0,1018.0,0.659
7989,margravepictures.com,3,4562934.6,2.04,178.2,2.0,0.3802
7990,zandarvts.blogspot.com,3,4859824.5,1.0,346.0,66.0,0.7578
7991,teriobrien.com,3,2258916.0,3.0,329.0,58.0,0.6658
7992,123news.tv,3,96905.0,1.3,108.0,107.0,0.724
7993,tesla-info.com,3,592495.0,2.0,147.0,4.0,0.625
7994,tarotteachings.com,3,1187733.0,3.0,160.0,143.0,0.417
7995,pizzagateblog.blogspot.com,3,2906879.0,1.0,122.1,2.0,0.689
7996,givedirectly.org,3,165847.0,1.7,114.0,132.0,0.573
7997,collegedrinkingprevention.gov,3,732714.0,1.9,160.0,433.0,0.704
7998,grassrootsteapartyactivists.com,3,3442406.0,1.0,142.8,3.0,0.7056
7999,faithfortoronto.ca,3,2064669.1,1.6800000000000002,152.4,11.0,0.6518
8000,weaponsaddict.info,3,8368907.0,3.0,173.6,2.0,0.599
8001,truthbetold.ca,3,3751481.8,2.7600000000000002,181.2,8.0,0.4888
8002,mix1069.com,3,9693153.0,1.0,114.2,15.0,0.6644
8003,portugal.com,3,777694.0,1.0,92.0,139.0,0.815
8004,crusadeoftruth.com,3,4562934.6,2.04,178.2,2.0,0.3802
8005,ihelpyoudate.com,3,6570083.0,1.0,276.3666666666667,7.0,0.6861
8006,taxationinfonews.com,3,1565099.0,1.0,55.0,22.0,0.917
8007,ktnv.com,3,47499.0,1.4,125.0,1227.0,0.75
8008,asahi.com,3,989.0,2.06,175.0,17519.0,0.585
8009,fe-bd.com,3,5222756.0,1.0,355.0,28.0,0.5805
8010,birdpics.co.za,3,6044445.0,1.0,408.8666666666667,5.0,0.5288666666666667
8011,bodyinbalancejsj.com,3,5396013.0,2.0,148.0,3.0,0.182
8012,thelittlesistersofthepoor.com,3,4051367.5,3.5,185.0,15.0,0.467
8013,outrageousminds.wordpress.com,3,3933075.0,1.0,226.0,7.0,0.56
8014,saharareporters.com,3,11178.0,2.02,211.0,1703.0,0.624
8015,montgomeryadvertiser.com,3,111999.0,1.4,141.0,1611.0,0.623
8016,zibbet.com,3,69996.0,4.6,230.0,1286.0,0.363
8017,soup.io,3,19417.0,3.0,183.0,41298.0,0.338
8018,50shadesofpissedoff.com,3,2392126.5,1.6666666666666667,285.0,6.0,0.536
8019,currentlocalnews.com,3,48254.0,3.6,241.0,41.0,0.047
8020,inteldesk.com,3,580507.0,1.6,152.0,1.0,0.7
8021,ancientpages.com,3,196158.0,1.2,106.0,445.0,0.797
8022,rjeem.com,3,53632.0,1.3,106.0,610.0,0.816
8023,epn.xyz,3,4562934.6,2.04,178.2,2.0,0.3802
8024,cityprotect.com,3,257169.0,4.5,191.0,4.0,0.277
8025,atomicheritage.org,3,200600.0,1.3,144.0,351.0,0.823
8026,mynbc15.com,3,214756.0,1.3,107.0,156.0,0.807
8027,whitehousegiftsandapparel.com,3,2627594.0,1.0,174.86666666666665,3.0,0.5700666666666667
8028,albayan.ae,3,5545.0,2.03,175.0,1504.0,0.676
8029,knowpia.com,3,96400.0,3.4,209.0,143.0,0.282
8030,incidentiq.com,3,86399.0,3.1,294.0,50.0,0.386
8031,2pml.com,3,89674.0,2.4,170.0,70.0,0.571
8032,rollingout.com,3,62005.0,3.7,479.0,1438.0,0.517
8033,sfccc.org,3,4353808.0,3.0,376.0,65.0,1.0
8034,kathimerini.gr,3,3661.0,2.43,214.0,7069.0,0.567
8035,militaryinjustices.blogspot.com,3,4971638.0,1.6,135.5,1.0,0.7586
8036,goodhub.net,3,4479243.4,1.5,621.6,4.0,0.7118
8037,electoralmap.net,3,903150.0,1.0,204.0,38.0,0.478
8038,radioplayer.ca,3,2658163.0,2.0,27.0,65.0,0.925
8039,celebatheists.com,3,2464240.0,3.0,204.0,345.0,0.8775
8040,marriedwiki.com,3,79711.0,9.0,752.0,106.0,0.367
8041,amervets.com,3,1908523.0,1.0,212.1333333333333,190.0,0.7340666666666666
8042,weforum.org,2,2801.0,1.39,125.0,10506.0,0.804
8043,voltairefoundation.wordpress.com,3,3712959.0,1.5,106.0,7.0,0.833
8044,politicalhaze.com,3,6531838.0,1.0,115.7,22.0,0.6054999999999999
8045,microcosmpublishing.com,3,434593.0,7.3,444.0,420.0,0.269
8046,stophungernow.org,3,3735904.8,2.3,293.2,198.0,0.5688000000000001
8047,alabamadriverslicense.org,3,234004.0,4.8,274.0,11.0,0.315
8048,bostonteapartyship.com,3,741290.0,1.0,181.0,329.0,0.792
8049,findacriminaldefenseattorney.com,3,3395553.0,2.0,152.6,70.0,0.6166
8050,mgtow.forumotion.com,3,3632126.5,3.0,319.0,2.0,0.364
8051,birtherthinktank.wordpress.com,3,4945527.0,1.5,111.7,9.0,0.8042
8052,judicialnominations.org,3,779180.3333333334,1.5,111.33333333333331,43.0,0.7685
8053,tinfoilcowboyhat.com,3,2983255.5,1.05,154.0,5.0,0.914
8054,trekever.com,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
8055,employmentlawgroup.com,3,2065856.0,1.0,117.0,60.0,0.636
8056,target.com,3,264.0,3.73,254.0,26798.0,0.389
8057,gaystarnews.com,3,147299.0,1.2,91.0,1242.0,0.877
8058,newlifeconcord.org,3,7899723.0,1.0,132.4,3.0,0.5746
8059,netnod.se,3,1116903.0,3.0,71.0,70.0,0.7090000000000002
8060,deonvsearth.com,3,3772596.5,2.2,190.3,18.0,0.5899
8061,icj-cij.org,3,138148.0,2.0,203.0,2724.0,0.593
8062,negevdirect.com,3,5875278.5,1.5,180.2,3.0,0.604
8063,historyofjihad.org,3,6740590.0,1.0,181.5,201.0,0.6119
8064,hillaryclintonjokes.com,3,2564442.0,1.0,291.6,4.0,0.6544000000000001
8065,anokacounty.us,3,465852.0,2.3,120.0,208.0,0.571
8066,traverseticker.com,3,443186.0,1.6,116.0,71.0,0.889
8067,foundationonline.org.uk,3,7860697.0,2.0,63.0,11.0,0.909
8068,jensenpetersen.org,3,4562934.6,2.04,178.2,2.0,0.3802
8069,cchr.org,3,552254.0,2.0,159.0,896.0,0.629
8070,junctionlandscape.com,3,4971638.0,1.6,135.5,1.0,0.7586
8071,libertybellonline.com,3,4559992.0,1.0,157.73333333333332,2.0,0.6871
8072,wellplated.com,3,22772.0,1.2,100.0,506.0,0.832
8073,illinoishomepage.net,3,3143220.0,1.0,84.5,397.0,0.782
8074,trussvilletribune.com,3,697168.0,1.0,59.0,169.0,0.943
8075,afsam.org,3,9982072.0,1.0,196.0,24.0,0.333
8076,sintesidialettica.it,3,659649.0,1.0,416.4,121.0,0.5982000000000001
8077,nationaleconomicseditorial.com,0,5359054.0,1.0,134.0,26.0,0.826
8078,michaelhshuman.com,3,1864346.5,7.333333333333333,511.0,18.0,0.6327999999999999
8079,fatimatourforpeace.com,3,3725803.0,1.0,115.1,9.0,0.7651
8080,ogj.com,3,207960.0,1.5,90.0,1040.0,0.7
8081,bacteriainphotos.com,3,2078001.0,1.0,146.0,41.0,0.818
8082,tesibria.typepad.com,3,1235466.0,1.0,88.0,37.0,0.818
8083,davidharvey.org,3,1445539.0,1.0,104.0,620.0,0.733
8084,harvardartmuseums.org,3,471579.0,2.2,122.0,687.0,0.558
8085,what-character-are-you.com,3,782464.0,1.85,149.25,199.0,0.56175
8086,blackrockyc.org,3,5591888.0,2.0,106.13333333333335,7.0,0.7086
8087,happynewyear.net.in,3,2965278.0,1.0,151.8,2.0,0.6106999999999999
8088,firstladies.org,3,795623.0,1.2,115.0,609.0,0.714
8089,titansofthemidwest.org,3,4971638.0,1.6,135.5,1.0,0.7586
8090,eaglerising.com,0,3436461.0,1.0,647.0,273.0,0.353
8091,usconsumerattorneys.com,3,5782983.25,1.6666666666666667,161.66666666666669,7.0,0.6409333333333334
8092,relationshipanarchy.com,3,7441806.533333334,1.8,102.2,3.0,0.6106
8093,gab.ai,3,1166901.0,1.0,37.0,205.0,0.6970000000000001
8094,good2gorestaurant.com,3,1073942.0,2.0,32.0,3.0,0.214
8095,polytechnic.org,3,421293.0,1.4,103.0,284.0,0.712
8096,areomagazine.com,3,245159.0,1.2,124.0,59.0,0.806
8097,sinonimosonline.com,3,16001.0,2.6,257.0,74.0,0.637
8098,dealnews.com,3,10243.0,1.61,138.0,1134.0,0.685
8099,dayton247now.com,3,324100.0,1.3,106.0,99.0,0.838
8100,firstpost.com,2,4129.0,1.36,108.0,6535.0,0.785
8101,capecodtoday.com,3,597285.0,1.3,42.0,717.0,0.868
8102,usgovernmentspending.com,3,502062.0,2.2,166.0,677.0,0.568
8103,chertsecurity.com,3,1050622.0,5.0,611.0,6.0,0.385
8104,euknow.be,3,9854160.0,2.0,163.66666666666666,183.4,0.6394
8105,salestechstar.com,3,208684.0,1.5,84.0,49.0,0.746
8106,floridabar.org,3,71642.0,2.0,169.0,1063.0,0.615
8107,ouranthemmr.net,3,3434581.0,2.0,125.5,6.0,0.765
8108,ahewar.org,3,35180.0,1.6,172.0,2407.0,0.752
8109,thetrace.org,3,195605.0,1.2,97.0,202.0,0.799
8110,censored.news,0,560056.0,1.0,70.0,150.0,0.935
8111,alcoholicos-anonimos.org,3,2013908.0,1.0,199.0,82.0,0.7378
8112,understandingislam.today,3,9503350.0,1.0,136.2,1.0,0.5397000000000001
8113,state.al.us,3,119668.0,2.6,125.0,4731.0,0.484
8114,empleofuturo.com,3,2016059.0,3.0,109.0,56.0,0.5358666666666666
8115,hcdems.com,3,6464255.0,1.0,217.06666666666666,10.0,0.5669833333333333
8116,nccapitolconnection.com,3,5055675.0,2.0,60.0,10.0,1.0
8117,tcfr.weebly.com,3,4329411.0,1.0,436.4,1.0,0.5997999999999999
8118,modernmoney.wordpress.com,3,3533411.0,2.0,122.6,57.0,0.6984
8119,lightbreather.com,3,7441806.533333334,1.8,102.2,3.0,0.6106
8120,ourrevolutionmn.com,3,6202117.0,1.0,37.0,4.0,0.8
8121,amandaveronee.com,3,3468734.4666666673,2.09,155.2,15.0,0.4428000000000001
8122,rpic.com,3,4372299.0,1.0,269.0,27.0,0.6104666666666666
8123,daytonlocal.com,3,551509.0,2.2,141.0,146.0,0.516
8124,trulylivingnow.blogspot.com,3,1497122.7333333334,1.4,136.5,219.0,0.7088666666666666
8125,ijnet.org,3,44332.0,1.4,96.0,725.0,0.809
8126,fpsharedservices.org,3,5507656.0,1.0,584.0,3.0,0.48200000000000004
8127,trackcorona.live,3,62547.0,1.6,141.0,41.0,0.56
8128,realsikhism.com,3,4287793.5,1.0,90.0,143.0,0.89
8129,dalletforjustice.com,3,6228669.0,1.0,177.56666666666666,3.0,0.8165333333333333
8130,sacredhearth.com,3,4784134.0,1.0,167.8,11.0,0.5908
8131,flagsforveterans.com,3,829938.0,3.2,189.0,3.0,0.55
8132,tknn.info,3,7837143.0,1.0,148.1,20.0,0.7332666666666665
8133,tarawelchphotography.com,3,3751481.8,2.7600000000000002,181.2,8.0,0.4888
8134,pnwawc.com,3,2618437.5,1.5,158.0,5.0,0.5852499999999999
8135,skyking.in,3,4971638.0,1.6,135.5,1.0,0.7586
8136,littlesistersofthepoorqueens.org,3,4479243.4,1.5,621.6,4.0,0.7118
8137,sevencardinalsins.weebly.com,3,10734805.0,1.0,178.3,87.0,0.5297333333333334
8138,greenentrepreneur.com,3,64551.0,2.1,123.0,87.0,0.654
8139,americanrhetoric.com,3,88199.0,1.6,151.0,4260.0,0.789
8140,concordmonitor.com,2,141592.0,1.3,113.0,2289.0,0.782
8141,dubaiqa.com,3,5343257.0,2.0,139.3,5.0,0.6882999999999999
8142,littlesistersofthepoorbronx.org,3,1657459.0,2.0,157.6,4.0,0.4643
8143,vipcsa.wikidot.com,3,504253.0,2.0,168.0,4.0,0.722
8144,rabbitcrumbs.com,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
8145,csis.org,2,44827.0,1.6,131.0,3576.0,0.764
8146,twinity.com,3,1584859.0,3.0,67.0,176.0,0.385
8147,monroe-dems.com,3,4479243.4,1.5,621.6,4.0,0.7118
8148,coveredlawenforcement.wordpress.com,3,2044870.3333333333,2.8,113.0,21.0,0.6449999999999999
8149,sandyhookpromise.org,3,493492.0,1.3,135.0,220.0,0.757
8150,krimeshare.com,3,408936.0,1.8,211.0,1.0,0.571
8151,nationalcrimesyndicate.com,3,863072.0,1.0,85.0,108.0,0.778
8152,onemileatatime.com,3,23881.0,1.8,153.0,108.0,0.647
8153,playspent.org,3,224783.0,1.8,195.0,426.0,0.225
8154,eoscsecretariat.eu,3,933822.0,3.0,245.0,2.0,0.667
8155,oiac-us.com,3,10172943.0,1.0,139.0,25.0,0.5
8156,novenaprayer.com,3,1050561.0,1.0,138.0,7.0,0.765
8157,ariherzog.com,3,1450551.0,2.0,127.0,131.0,0.313
8158,quizony.com,3,26343.0,18.0,308.0,176.0,0.176
8159,himsslearn.org,3,457405.0,2.2,116.0,49.0,0.5
8160,marketsandmarkets.com,3,15678.0,2.8,271.0,1317.0,0.603
8161,visitstmarysmd.com,3,490992.0,2.3,103.0,78.0,0.761
8162,newzbreaker.com,3,4205728.0,2.0,69.0,59.0,0.8176
8163,zhangyk8.github.io,3,5424349.0,1.0,43.0,5.0,0.429
8164,triecker.wordpress.com,3,4083350.0,1.0,176.9,4.0,0.575
8165,goodwork.co,3,4442262.75,2.8600000000000003,208.8,5.0,0.4943000000000001
8166,nysenate.gov,3,70553.0,2.1,152.0,1491.0,0.624
8167,encyclopediaofalabama.org,3,436845.0,1.2,105.0,762.0,0.839
8168,clinton.news,3,4787151.0,1.0,167.8,57.0,0.5908
8169,wirewomeninrealestate.com,3,4562934.6,2.04,178.2,2.0,0.3802
8170,anantaburinresort.com,3,7126058.0,1.0,91.0,10.0,0.5718000000000001
8171,cnbcindonesia.com,3,517.0,1.94,180.0,3289.0,0.682
8172,ronpaulinstitute.org,1,121434.0,1.7,155.0,1169.0,0.686
8173,amazon.com.au,3,1146.0,6.3,355.0,2325.0,0.302
8174,timeforanawakening.com,3,2513405.0,1.0,139.0,5.0,0.673
8175,calcable.org,3,2806172.0,1.0,76.0,74.0,0.871
8176,the-daily.buzz,2,530781.0,1.8,112.0,82.0,0.618
8177,staugustinelawgroup.com,3,7441806.533333334,1.8,102.2,3.0,0.6106
8178,eurasiantimes.com,3,49111.0,3.4,544.0,75.0,0.474
8179,hollywoodintoto.com,3,197118.0,1.4,121.0,117.0,0.761
8180,cbs42.com,3,200788.0,1.3,114.0,512.0,0.827
8181,ufm2009.over-blog.com,3,2678058.0,1.0,197.8,2.0,0.5821
8182,texas.gov,3,2150.0,2.87,166.0,8864.0,0.4
8183,slp.org,3,2016761.0,1.0,84.0,186.0,0.6633333333333332
8184,counterfire.org,3,670392.0,1.6,133.0,439.0,0.828
8185,inhisgraces.blogspot.com,3,5208032.0,1.0,138.2,5.0,0.7182
8186,populi.co,3,959509.0,2.0,95.0,7.0,0.462
8187,traditionalfilipinoweapons.com,3,3823635.0,4.0,83.0,48.0,0.6158
8188,seniorliving.org,3,225569.0,1.4,102.0,262.0,0.723
8189,mccann2018.com,3,6597244.0,1.0,131.93333333333334,2.0,0.6416999999999999
8190,sourcewatch.org,2,243839.0,1.2,99.0,4775.0,0.798
8191,causeofliberty.blogspot.com,3,4542304.0,1.0,117.0,3.0,0.5447999999999998
8192,420intel.com,3,234274.0,1.6,87.0,115.0,0.649
8193,thechurchladyblogs.com,3,3371706.0,2.0,175.0,162.0,0.75
8194,techdifferences.com,3,71633.0,1.2,127.0,94.0,0.86
8195,ubuntu.com,3,2674.0,2.86,164.0,20304.0,0.487
8196,collective-evolution.com,3,82469.0,1.4,113.0,3268.0,0.771
8197,mindanaotimes.net,3,8252150.0,1.0,181.0,105.0,0.9
8198,deepgreenresistance.blogspot.com,3,5319159.0,1.0,141.5,7.0,0.6050000000000001
8199,stuff.co.nz,3,3628.0,2.62,281.0,13121.0,0.435
8200,thewuhanvirus.com,3,101634.0,1.0,132.0,6.0,0.913
8201,ycyf.co.uk,3,6322788.0,1.0,98.6,3.0,0.6636
8202,fundera.com,3,10197.0,1.52,115.0,131.0,0.75
8203,json-csv.com,3,58465.0,1.1,124.0,80.0,0.814
8204,cubancigarsvancouver.ca,3,4397157.033333333,2.0,213.8,33.0,0.6066999999999999
8205,g2netview.com,3,75308.0,7.8,509.0,49.0,0.107
8206,understandingessa.org,3,2982006.6,1.4666666666666666,165.0,13.0,0.5984
8207,feministajones.com,3,2975751.8,1.2,183.8,35.0,0.5791333333333333
8208,mypolygraphnews.com,3,7123012.0,1.0,91.0,8.0,0.5718000000000001
8209,pets4homes.co.uk,3,38138.0,3.2,254.0,618.0,0.398
8210,forumias.com,3,19010.0,8.6,791.0,670.0,0.24
8211,abre.io,3,99737.0,1.0,73.0,70.0,0.817
8212,finlandnato.org,3,696991.0,1.0,124.0,9.0,0.931
8213,goldenstatenewspapers.com,3,210817.0,1.4,81.0,150.0,0.719
8214,gardenerspath.com,3,59444.0,1.3,116.0,105.0,0.81
8215,feralaudio.com,3,1904494.5,1.7,103.0,228.0,0.4604999999999999
8216,webbhubbell.com,3,4190172.0,3.0,128.1,6.0,0.6117666666666667
8217,clearviewwomenscenter.com,3,2624290.0,1.0,176.33333333333334,46.0,0.701
8218,jamiethurber.com,3,1489585.0,1.0,160.0,2.0,0.6
8219,vpc.org,3,1366550.0,1.0,76.0,741.0,1.0
8220,bull973.com,3,6542630.6,1.1,237.1333333333333,10.0,0.6377
8221,greenvillewib.com,3,75397.0,5.1,371.0,24.0,0.269
8222,dfl3cd.org,3,4765868.0,1.0,37.0,4.0,0.8
8223,jacksoncountydemocraticcommittee.org,3,3046980.0,2.0,114.4,46.0,0.5602
8224,azcommerce.com,3,290237.0,2.1,115.0,413.0,0.535
8225,downtowntulsaok.com,3,3974974.0,1.0,73.0,22.0,0.75
8226,halkinsesitv1.org,3,5715875.0,2.0,668.0,9.0,0.9
8227,pyrolysisplant.com,3,2564716.0,1.0,108.5,13.0,0.784
8228,tidescanada.org,3,5667435.0,10.0,479.0,115.0,0.712
8229,journalnow.com,3,97782.0,1.7,105.0,2628.0,0.725
8230,yabberz.com,3,1089248.0,1.0,87.0,41.0,0.929
8231,susieharrisblog.com,3,542748.0,3.7,148.0,586.0,0.288
8232,drudgereport.com,1,1077.0,1.14,233.0,7035.0,0.636
8233,dwightevans.com,3,8773096.0,1.0,119.2,13.0,0.7449666666666668
8234,axiomnh.com,3,9640464.0,3.0,144.9,3.0,0.5738
8235,leg.mn,3,1108655.0,1.0,94.0,317.0,0.8
8236,whitehouseliesblog1.wordpress.com,3,4562934.6,2.04,178.2,2.0,0.3802
8237,texasslo.org,3,722682.0,1.4,103.0,2.0,0.75
8238,chinapostaltracking.com,3,58577.0,1.8,132.0,80.0,0.434
8239,liberalexaminer.com,1,1014643.0,20.0,208.0,2.0,0.7488
8240,reportglobe.com,3,330999.0,1.8,86.0,73.0,0.717
8241,financialsamurai.com,3,26638.0,1.6,166.0,748.0,0.69
8242,pcgamer.com,3,1390.0,1.33,88.0,4067.0,0.795
8243,bethlehemtravel.com,3,566521.7,1.8399999999999999,112.1,305.0,0.756
8244,newstarget.com,3,403690.0,1.3,108.0,1173.0,0.771
8245,glima.info,3,4781591.0,1.0,166.8,40.0,0.6134000000000001
8246,medbrainmedia.com,3,2634200.0,1.0,56.66666666666666,4.0,0.8165
8247,adoption.com,3,101946.0,2.2,201.0,951.0,0.574
8248,isqch.wordpress.com,3,3877297.0,1.0,133.2,29.0,0.6159
8249,maryland.gov,3,4657.0,4.38,286.0,7741.0,0.4
8250,damikanyat.bg,3,3795990.2,1.3599999999999999,162.66666666666666,9.0,0.6691
8251,thetravelalmanac.com,3,1251446.0,2.0,96.0,46.0,0.571
8252,survivorsagainstsesta.org,3,5825290.0,1.0,160.0,5.0,0.5241999999999999
8253,smokingsticks.net,3,5082563.5,1.0,855.6,8.0,0.5548
8254,peoplespatriotnetwork.com,3,1019748.5,4.633333333333334,756.0,8.0,0.392
8255,vaticproject.blogspot.com,3,3443468.0,2.0,142.8,239.0,0.7250666666666666
8256,conservativewoman.co.uk,1,411167.0,1.1,96.0,154.0,0.885
8257,kob.com,3,88880.0,1.4,125.0,1266.0,0.758
8258,spacious.hk,3,78493.0,2.4,163.0,106.0,0.608
8259,jewishtampa.com,3,2898235.0,2.0,169.0,24.0,0.375
8260,sanluistherapy.com,3,2013606.0,1.0,226.0,1.0,0.7
8261,yesimright.com,3,2564442.0,1.0,291.6,42.0,0.6544000000000001
8262,hobbybroadcaster.us,3,4562934.6,2.04,178.2,2.0,0.3802
8263,antiochautocenter.com,3,6209388.0,2.0,435.5666666666667,2.0,0.6111000000000001
8264,protectourpreserve.org,3,7441806.533333334,1.8,102.2,3.0,0.6106
8265,patriotortraitor.com,3,2582392.4,1.46,164.9,16.0,0.5946
8266,ndb-online.com,3,1386901.0,3.0,244.0,58.0,0.533
8267,infoshop.org,3,2443509.0,2.0,122.0,1704.0,0.817
8268,heag.us,3,5949497.0,1.0,107.5,8.0,0.805
8269,goodtogopeace.org,3,1073942.0,2.0,32.0,4.0,0.214
8270,circuit19.org,3,3650661.0,1.0,182.6,82.0,0.6817
8271,verispy.com,3,959174.0,3.0,94.0,17.0,0.375
8272,capitoldentalgroup.net,3,7441806.533333334,1.8,102.2,3.0,0.6106
8273,codepinkstore.com,3,4695040.233333333,1.9133333333333333,110.2,6.0,0.5288
8274,msf.fr,3,385049.0,1.0,158.0,519.0,0.694
8275,blinklist.com,3,56875.0,1.2,57.0,16644.0,0.745
8276,keydifferences.com,3,39182.0,1.3,155.0,251.0,0.856
8277,prateekdaily.com,3,2563062.0,1.7,118.0,18.0,0.667
8278,s1health.com,3,4562934.6,2.04,178.2,2.0,0.3802
8279,eqca.org,3,3920968.0,1.0,255.0,382.0,0.364
8280,cosmopolitan.com,2,2445.0,1.36,116.0,7475.0,0.782
8281,ncpolicywatch.org,3,745513.0,1.1,88.0,424.0,0.867
8282,literarycalligraphy.com,3,2975751.8,1.2,183.8,35.0,0.5791333333333333
8283,freeflagicons.com,3,205191.0,5.5,214.0,147.0,0.369
8284,afpbb.com,3,7323.0,1.5,119.0,2780.0,0.583
8285,nine.com.au,3,5822.0,2.4,246.0,467.0,0.505
8286,nahpc.org,3,3855518.0,2.0,163.13333333333335,12.0,0.6202666666666667
8287,jcdc.org,3,3182128.5333333337,1.8199999999999998,104.4,12.0,0.6525000000000001
8288,tripline.net,3,144904.0,3.3,213.0,1380.0,0.516
8289,townsendatelier.com,3,7902667.0,1.0,137.0,41.0,0.5746
8290,cagreens.org,3,3177425.0,1.0,581.8,189.0,0.7607
8291,northwestsheltersystems.com,3,2042605.0,2.0,102.0,33.0,0.3075
8292,blindlight.org,3,4036192.0,1.0,180.6,58.0,0.676
8293,growjocomo.com,3,5727428.0,1.0,192.9,4.0,0.6172
8294,sponsorfeedback.com,3,8360722.0,3.0,167.0,4.0,0.202
8295,littleindiana.com,3,3385427.0,1.0,163.2,141.0,0.5730000000000001
8296,socialequality.com,3,922188.0,7.0,1157.0,104.0,0.2
8297,brianhoey.com,3,9113127.0,1.0,100.6,22.0,0.6517999999999999
8298,kindlingcracker.com,3,4072885.0,4.0,116.9,9.0,0.6441000000000001
8299,lowellsun.com,3,239306.0,1.3,67.0,1748.0,0.742
8300,icbc.com,3,34250.0,3.6,286.0,973.0,0.311
8301,justjared.com,3,14825.0,2.8,207.0,6593.0,0.525
8302,raskmedia.com.au,3,257865.0,1.3,73.0,43.0,0.798
8303,themoonoverwater.com,3,288117.0,2.1,57.0,5.0,0.586
8304,ez8a.com,3,1962526.0,1.0,211.0,94.0,0.6158666666666667
8305,freshlyworded.com,3,5664085.0,1.0,230.6,4.0,0.6785
8306,journalismdegree.com,3,930501.6666666666,1.5,117.5,56.0,0.66
8307,loisholzman.org,3,4996840.0,2.0,138.6,16.0,0.7607999999999999
8308,viralfeels.com,3,3772596.5,2.2,190.3,18.0,0.5899
